"DateTime","ENLESS_B_TEMP","ENLESS_B_HUMI","ENLESS_H_TEMP","ENLESS_H_HUMI","ENLESS_G_TEMP","ENLESS_G_HUMI","THIB","THIH","THIG"
2018-05-30 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-30 12:00:00,20.8033333333333,81.5166666666667,NA,NA,NA,NA,68.2624505555556,NA,NA
2018-05-30 13:00:00,20.9416666666667,81.025,NA,NA,NA,NA,68.45371875,NA,NA
2018-05-30 14:00:00,21.5866666666667,80.2716666666667,NA,NA,NA,NA,69.4381904444444,NA,NA
2018-05-30 15:00:00,21.35,79.9883333333333,NA,NA,NA,NA,69.0391891666667,NA,NA
2018-05-30 16:00:00,22.0066666666667,78.655,NA,NA,NA,NA,69.988357,NA,NA
2018-05-30 17:00:00,22.7666666666667,77.635,NA,NA,NA,NA,71.108795,NA,NA
2018-05-30 18:00:00,22.5583333333333,77.8683333333333,NA,NA,NA,NA,70.7994248611111,NA,NA
2018-05-30 19:00:00,23.225,75.12,NA,NA,NA,NA,71.60934,NA,NA
2018-05-30 20:00:00,22.8216666666667,77.3266666666667,NA,NA,NA,NA,71.1695274444444,NA,NA
2018-05-30 21:00:00,21.44,80.9,NA,NA,NA,NA,69.24736,NA,NA
2018-05-30 22:00:00,20.09,84.9816666666667,NA,NA,NA,NA,67.3074568333333,NA,NA
2018-05-30 23:00:00,18.7733333333333,87.23,NA,NA,NA,NA,65.2335253333333,NA,NA
2018-05-31 00:00:00,17.27,90.3816666666667,NA,NA,NA,NA,62.8099538333333,NA,NA
2018-05-31 01:00:00,16.3166666666667,92.655,NA,NA,NA,NA,61.2292208333333,NA,NA
2018-05-31 02:00:00,15.8283333333333,94.305,NA,NA,NA,NA,60.4096564166667,NA,NA
2018-05-31 03:00:00,16.1033333333333,94.2183333333333,NA,NA,NA,NA,60.8875189444444,NA,NA
2018-05-31 04:00:00,14.8266666666667,94.7133333333333,NA,NA,NA,NA,58.6654435555556,NA,NA
2018-05-31 05:00:00,14.475,95.9816666666667,NA,NA,NA,NA,58.05198625,NA,NA
2018-05-31 06:00:00,14.8316666666667,96.0133333333333,NA,NA,NA,NA,58.6797908888889,NA,NA
2018-05-31 07:00:00,15.3733333333333,95.82,NA,NA,NA,NA,59.6313146666667,NA,NA
2018-05-31 08:00:00,15.6533333333333,96.085,NA,NA,NA,NA,60.126932,NA,NA
2018-05-31 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-31 10:00:00,16.82,95.645,NA,NA,NA,NA,62.170609,NA,NA
2018-05-31 11:00:00,18.425,92.9283333333333,NA,NA,NA,NA,64.8803654166667,NA,NA
2018-05-31 12:00:00,20.4266666666667,86.35,NA,NA,NA,NA,67.94536,NA,NA
2018-05-31 13:00:00,20.1933333333333,86.28,NA,NA,NA,NA,67.5531546666667,NA,NA
2018-05-31 14:00:00,20.615,88.9683333333333,NA,NA,NA,NA,68.4213819166667,NA,NA
2018-05-31 15:00:00,20.7266666666667,89.48,NA,NA,NA,NA,68.6424346666667,NA,NA
2018-05-31 16:00:00,22.125,84.645,NA,NA,NA,NA,70.63882625,NA,NA
2018-05-31 17:00:00,21.32,83.57,NA,NA,NA,NA,69.239044,NA,NA
2018-05-31 18:00:00,20.86,85.74,NA,NA,NA,NA,68.626804,NA,NA
2018-05-31 19:00:00,20.9066666666667,85.1216666666667,NA,NA,NA,NA,68.6639164444445,NA,NA
2018-05-31 20:00:00,20.02,86.3766666666667,NA,NA,NA,NA,67.2703686666667,NA,NA
2018-05-31 21:00:00,19.1466666666667,87.975,NA,NA,NA,NA,65.8932133333333,NA,NA
2018-05-31 22:00:00,18.825,89.3483333333333,NA,NA,NA,NA,65.41366375,NA,NA
2018-05-31 23:00:00,18.65,89.5083333333333,NA,NA,NA,NA,65.1241041666667,NA,NA
2018-06-01 00:00:00,18.2883333333333,89.71,NA,NA,NA,NA,64.5188905,NA,NA
2018-06-01 01:00:00,18.03,90.68,NA,NA,NA,NA,64.115684,NA,NA
2018-06-01 02:00:00,18.055,90.5433333333333,NA,NA,NA,NA,64.1533588333333,NA,NA
2018-06-01 03:00:00,16.99,91.4383333333333,NA,NA,NA,NA,62.3602528333333,NA,NA
2018-06-01 04:00:00,16.445,92.3833333333333,NA,NA,NA,NA,61.4452391666667,NA,NA
2018-06-01 05:00:00,16.365,92.2066666666667,NA,NA,NA,NA,61.303861,NA,NA
2018-06-01 06:00:00,16.635,91.8983333333333,NA,NA,NA,NA,61.76192775,NA,NA
2018-06-01 07:00:00,17.335,91.6283333333333,NA,NA,NA,NA,62.9572915833333,NA,NA
2018-06-01 08:00:00,17.9716666666667,88.59,NA,NA,NA,NA,63.9414728333333,NA,NA
2018-06-01 09:00:00,19.4566666666667,84.6916666666667,NA,NA,NA,NA,66.2479086111111,NA,NA
2018-06-01 10:00:00,20.5466666666667,81.1083333333333,NA,NA,NA,NA,67.8227922222222,NA,NA
2018-06-01 11:00:00,21.0566666666667,79.3766666666667,NA,NA,NA,NA,68.5291734444444,NA,NA
2018-06-01 12:00:00,21.125,80.825,NA,NA,NA,NA,68.73548125,NA,NA
2018-06-01 13:00:00,21.4466666666667,80.66,NA,NA,NA,NA,69.2411746666667,NA,NA
2018-06-01 14:00:00,22.6283333333333,75.085,NA,NA,NA,NA,70.68091075,NA,NA
2018-06-01 15:00:00,24.1033333333333,71.01,NA,NA,NA,NA,72.5730036666667,NA,NA
2018-06-01 16:00:00,24.7166666666667,68.23,NA,NA,NA,NA,73.212395,NA,NA
2018-06-01 17:00:00,24.2,69.0616666666667,NA,NA,NA,NA,72.5280433333333,NA,NA
2018-06-01 18:00:00,23.9983333333333,68.855,NA,NA,NA,NA,72.2075990833333,NA,NA
2018-06-01 19:00:00,24.2833333333333,70.1916666666667,NA,NA,NA,NA,72.7639430555556,NA,NA
2018-06-01 20:00:00,23.865,72.2133333333333,NA,NA,NA,NA,72.326992,NA,NA
2018-06-01 21:00:00,22.4666666666667,75.995,NA,NA,NA,NA,70.5035966666667,NA,NA
2018-06-01 22:00:00,21.125,80.6133333333333,NA,NA,NA,NA,68.7212466666667,NA,NA
2018-06-01 23:00:00,20.075,83.82,NA,NA,NA,NA,67.216785,NA,NA
2018-06-02 00:00:00,19.1166666666667,85.7466666666667,NA,NA,NA,NA,65.7377177777778,NA,NA
2018-06-02 01:00:00,18.045,86.6483333333333,NA,NA,NA,NA,63.99433175,NA,NA
2018-06-02 02:00:00,17.4833333333333,88.2483333333333,NA,NA,NA,NA,63.1076569444444,NA,NA
2018-06-02 03:00:00,16.6333333333333,88.725,NA,NA,NA,NA,61.6881916666667,NA,NA
2018-06-02 04:00:00,16.635,87.3316666666667,NA,NA,NA,NA,61.65986275,NA,NA
2018-06-02 05:00:00,16.2683333333333,87.0983333333333,NA,NA,NA,NA,61.0419538611111,NA,NA
2018-06-02 06:00:00,16.11,87.3783333333333,NA,NA,NA,NA,60.7821695,NA,NA
2018-06-02 07:00:00,16.9383333333333,85.03,NA,NA,NA,NA,62.1090115,NA,NA
2018-06-02 08:00:00,17.1983333333333,86.3266666666667,NA,NA,NA,NA,62.5743745555556,NA,NA
2018-06-02 09:00:00,19.0316666666667,83.5783333333333,NA,NA,NA,NA,65.4964031388889,NA,NA
2018-06-02 10:00:00,21.085,81.3533333333333,NA,NA,NA,NA,68.7064703333333,NA,NA
2018-06-02 11:00:00,22.75,75.5016666666667,NA,NA,NA,NA,70.9043891666667,NA,NA
2018-06-02 12:00:00,24.3216666666667,69.2933333333333,NA,NA,NA,NA,72.7323868888889,NA,NA
2018-06-02 13:00:00,25.6233333333333,64.1116666666667,NA,NA,NA,NA,74.0941327222222,NA,NA
2018-06-02 14:00:00,26.29,63.415,NA,NA,NA,NA,74.9720435,NA,NA
2018-06-02 15:00:00,26.63,59.635,NA,NA,NA,NA,74.9973605,NA,NA
2018-06-02 16:00:00,27.055,61.6183333333333,NA,NA,NA,NA,75.8418000833333,NA,NA
2018-06-02 17:00:00,26.31,60.295,NA,NA,NA,NA,74.6291345,NA,NA
2018-06-02 18:00:00,26.7683333333333,62.72,NA,NA,NA,NA,75.5720853333333,NA,NA
2018-06-02 19:00:00,25.6866666666667,65.1966666666667,NA,NA,NA,NA,74.3078637777778,NA,NA
2018-06-02 20:00:00,24.26,71.1683333333333,NA,NA,NA,NA,72.8251976666667,NA,NA
2018-06-02 21:00:00,23.4766666666667,73.91,NA,NA,NA,NA,71.8898976666667,NA,NA
2018-06-02 22:00:00,22.6783333333333,75.6766666666667,NA,NA,NA,NA,70.8074333888889,NA,NA
2018-06-02 23:00:00,21.51,79.3483333333333,NA,NA,NA,NA,69.2496665,NA,NA
2018-06-03 00:00:00,20.885,81.64,NA,NA,NA,NA,68.402354,NA,NA
2018-06-03 01:00:00,20.0866666666667,82.7033333333333,NA,NA,NA,NA,67.1723962222222,NA,NA
2018-06-03 02:00:00,19.19,82.6666666666667,NA,NA,NA,NA,65.7117333333333,NA,NA
2018-06-03 03:00:00,18.7666666666667,83.1783333333333,NA,NA,NA,NA,65.0454538888889,NA,NA
2018-06-03 04:00:00,17.455,86.6983333333333,NA,NA,NA,NA,63.0126340833333,NA,NA
2018-06-03 05:00:00,16.6833333333333,88.69,NA,NA,NA,NA,61.771755,NA,NA
2018-06-03 06:00:00,16.0666666666667,90.5766666666667,NA,NA,NA,NA,60.7629444444444,NA,NA
2018-06-03 07:00:00,17.3416666666667,88.035,NA,NA,NA,NA,62.8630295833333,NA,NA
2018-06-03 08:00:00,18.9516666666667,85.4866666666667,NA,NA,NA,NA,65.4524014444444,NA,NA
2018-06-03 09:00:00,21.09,80.8466666666667,NA,NA,NA,NA,68.680642,NA,NA
2018-06-03 10:00:00,22.5683333333333,77.415,NA,NA,NA,NA,70.7781819166667,NA,NA
2018-06-03 11:00:00,24.4133333333333,73.3266666666667,NA,NA,NA,NA,73.2731102222222,NA,NA
2018-06-03 12:00:00,25.7283333333333,68.3716666666667,NA,NA,NA,NA,74.7280369722222,NA,NA
2018-06-03 13:00:00,26.4716666666667,62.5916666666667,NA,NA,NA,NA,75.1331906944445,NA,NA
2018-06-03 14:00:00,26.9966666666667,61.2833333333333,NA,NA,NA,NA,75.7169905555556,NA,NA
2018-06-03 15:00:00,27.04,60.48,NA,NA,NA,NA,75.676672,NA,NA
2018-06-03 16:00:00,26.985,59.5066666666667,NA,NA,NA,NA,75.476914,NA,NA
2018-06-03 17:00:00,25.7966666666667,62.84,NA,NA,NA,NA,74.1989986666667,NA,NA
2018-06-03 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-03 19:00:00,18.8083333333333,90.3366666666667,NA,NA,NA,NA,65.4290080555556,NA,NA
2018-06-03 20:00:00,19.735,90.45,NA,NA,NA,NA,67.0135075,NA,NA
2018-06-03 21:00:00,20.11,90.115,NA,NA,NA,NA,67.6335665,NA,NA
2018-06-03 22:00:00,19.24,91.115,NA,NA,NA,NA,66.201966,NA,NA
2018-06-03 23:00:00,18.8066666666667,91.0083333333333,NA,NA,NA,NA,65.4557672222222,NA,NA
2018-06-04 00:00:00,18.17,92.635,NA,NA,NA,NA,64.4283395,NA,NA
2018-06-04 01:00:00,18.285,93.405,NA,NA,NA,NA,64.65678425,NA,NA
2018-06-04 02:00:00,17.9816666666667,93.66,NA,NA,NA,NA,64.1399223333333,NA,NA
2018-06-04 03:00:00,17.2316666666667,94.5666666666667,NA,NA,NA,NA,62.8631461111111,NA,NA
2018-06-04 04:00:00,17.0233333333333,94.9,NA,NA,NA,NA,62.50821,NA,NA
2018-06-04 05:00:00,17.435,94.4383333333333,NA,NA,NA,NA,63.2142034166667,NA,NA
2018-06-04 06:00:00,17.4666666666667,94.9116666666667,NA,NA,NA,NA,63.2839577777778,NA,NA
2018-06-04 07:00:00,17.6383333333333,94.8833333333333,NA,NA,NA,NA,63.5833052777778,NA,NA
2018-06-04 08:00:00,17.765,95.395,NA,NA,NA,NA,63.82204175,NA,NA
2018-06-04 09:00:00,18.42,94.7283333333333,NA,NA,NA,NA,64.944079,NA,NA
2018-06-04 10:00:00,18.9366666666667,94.1683333333333,NA,NA,NA,NA,65.8214367222222,NA,NA
2018-06-04 11:00:00,18.9916666666667,94.7083333333333,NA,NA,NA,NA,65.9420243055555,NA,NA
2018-06-04 12:00:00,19.5233333333333,93.095,NA,NA,NA,NA,66.7882338333333,NA,NA
2018-06-04 13:00:00,21.4983333333333,89.71,NA,NA,NA,NA,69.9665815,NA,NA
2018-06-04 14:00:00,23.7,82.8716666666667,NA,NA,NA,NA,73.067065,NA,NA
2018-06-04 15:00:00,24.4933333333333,77.6,NA,NA,NA,NA,73.8270933333333,NA,NA
2018-06-04 16:00:00,26.0283333333333,72.98,NA,NA,NA,NA,75.7090243333333,NA,NA
2018-06-04 17:00:00,26.905,69.9,NA,NA,NA,NA,76.664995,NA,NA
2018-06-04 18:00:00,22.9533333333333,82.0433333333333,NA,NA,NA,NA,71.7801064444444,NA,NA
2018-06-04 19:00:00,21.105,90.785,NA,NA,NA,NA,69.37113425,NA,NA
2018-06-04 20:00:00,20.5016666666667,91.3616666666667,NA,NA,NA,NA,68.3759176944444,NA,NA
2018-06-04 21:00:00,20.54,91.5733333333333,NA,NA,NA,NA,68.4546026666667,NA,NA
2018-06-04 22:00:00,20.0816666666667,92.9616666666667,NA,NA,NA,NA,67.7471053611111,NA,NA
2018-06-04 23:00:00,19.98,93.2283333333333,NA,NA,NA,NA,67.586141,NA,NA
2018-06-05 00:00:00,19.34,93.7816666666667,NA,NA,NA,NA,66.5048143333333,NA,NA
2018-06-05 01:00:00,19.1166666666667,94.635,NA,NA,NA,NA,66.1569508333333,NA,NA
2018-06-05 02:00:00,19.1266666666667,94.5316666666667,NA,NA,NA,NA,66.1695301111111,NA,NA
2018-06-05 03:00:00,18.7216666666667,94.8683333333333,NA,NA,NA,NA,65.4772264722222,NA,NA
2018-06-05 04:00:00,18.6633333333333,95.0483333333333,NA,NA,NA,NA,65.3828939444444,NA,NA
2018-06-05 05:00:00,18.3533333333333,95.7383333333333,NA,NA,NA,NA,64.8675221111111,NA,NA
2018-06-05 06:00:00,18.5366666666667,95.6416666666667,NA,NA,NA,NA,65.1857102777778,NA,NA
2018-06-05 07:00:00,18.85,95.355,NA,NA,NA,NA,65.7232975,NA,NA
2018-06-05 08:00:00,19.3366666666667,94.56,NA,NA,NA,NA,66.5374453333333,NA,NA
2018-06-05 09:00:00,19.4166666666667,94.7983333333333,NA,NA,NA,NA,66.6890497222222,NA,NA
2018-06-05 10:00:00,19.835,93.89,NA,NA,NA,NA,67.3709215,NA,NA
2018-06-05 11:00:00,20.1183333333333,92.465,NA,NA,NA,NA,67.7821235833333,NA,NA
2018-06-05 12:00:00,20.6233333333333,90.76,NA,NA,NA,NA,68.546964,NA,NA
2018-06-05 13:00:00,21.725,87.42,NA,NA,NA,NA,70.183515,NA,NA
2018-06-05 14:00:00,22.86,83.34,NA,NA,NA,NA,71.738564,NA,NA
2018-06-05 15:00:00,23.2,80.765,NA,NA,NA,NA,72.06732,NA,NA
2018-06-05 16:00:00,23.7116666666667,79.3466666666667,NA,NA,NA,NA,72.7578304444444,NA,NA
2018-06-05 17:00:00,22.015,86.1483333333333,NA,NA,NA,NA,70.5721955833333,NA,NA
2018-06-05 18:00:00,21.605,89.8233333333333,NA,NA,NA,NA,70.1557711666667,NA,NA
2018-06-05 19:00:00,22.055,87.515,NA,NA,NA,NA,70.74327325,NA,NA
2018-06-05 20:00:00,21.7616666666667,87.905,NA,NA,NA,NA,70.2806064166667,NA,NA
2018-06-05 21:00:00,21.41,88.425,NA,NA,NA,NA,69.7265925,NA,NA
2018-06-05 22:00:00,20.8616666666667,89.765,NA,NA,NA,NA,68.8896484166667,NA,NA
2018-06-05 23:00:00,19.815,90.4616666666667,NA,NA,NA,NA,67.15049925,NA,NA
2018-06-06 00:00:00,18.6266666666667,91.5716666666667,NA,NA,NA,NA,65.1717624444444,NA,NA
2018-06-06 01:00:00,18.29,91.29,NA,NA,NA,NA,64.583181,NA,NA
2018-06-06 02:00:00,18.2,91.3283333333333,NA,NA,NA,NA,64.4304766666667,NA,NA
2018-06-06 03:00:00,17.5,91.7466666666667,NA,NA,NA,NA,63.2441466666667,NA,NA
2018-06-06 04:00:00,16.945,91.4483333333333,NA,NA,NA,NA,62.2833600833333,NA,NA
2018-06-06 05:00:00,16.4683333333333,91.93,NA,NA,NA,NA,61.4760855,NA,NA
2018-06-06 06:00:00,16.6083333333333,92.5966666666667,NA,NA,NA,NA,61.7315097222222,NA,NA
2018-06-06 07:00:00,16.55,92.7016666666667,NA,NA,NA,NA,61.6330858333333,NA,NA
2018-06-06 08:00:00,16.3766666666667,92.6916666666667,NA,NA,NA,NA,61.3335386111111,NA,NA
2018-06-06 09:00:00,17.1633333333333,91.285,NA,NA,NA,NA,62.6531755,NA,NA
